weight,table_percent,price,depth_percent,quality_EN_Fair,quality_EN_Good,quality_EN_Ideal,quality_EN_Premium,quality_EN_Very Good,color_EN_D,color_EN_E,color_EN_F,color_EN_G,color_EN_H,color_EN_I,color_EN_J,clarity_EN_I1,clarity_EN_IF,clarity_EN_SI1,clarity_EN_SI2,clarity_EN_VS1,clarity_EN_VS2,clarity_EN_VVS1,clarity_EN_VVS2
0.3,0.55,1.9110228900548727,0.62,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.56,2.159984124395024,0.653,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,0.56,2.068254196039259,0.614,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.2,0.59,2.1928818279020823,0.582,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,0.55,1.9832059337990104,0.623,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.42,0.57,1.9564260907832889,0.616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.12,0.58,2.1348762485679367,0.619,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.22,0.59,2.152459634416408,0.621,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,0.61,1.9506133573258813,0.609,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,0.55,1.8539514894845024,0.624,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.56,0.57,2.032480952816333,0.615,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0.54,1.7984040119467235,0.619,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,0.56,2.01823081063494,0.617,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.08,0.57,2.148617729696619,0.634,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,0.57,1.8479822603243328,0.631,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,0.55,1.9245405804618736,0.619,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.7,0.56,2.032218898307496,0.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.53,0.57,2.2644677708809176,0.611,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,0.56,2.123578037167921,0.649,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.37,0.56,1.9494752152198096,0.613,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,0.56,1.9164813383645007,0.614,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.7,0.59,2.2071749081893874,0.619,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,0.55,1.8493992486744693,0.63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.54,0.6,2.0625496740096176,0.627,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.34,0.57,1.8838827581038609,0.605,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,0.55,2.1939971525771464,0.619,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,0.56,2.101569893752837,0.612,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.22,0.59,2.1789474525358674,0.618,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.61,0.6,2.2419854708651163,0.59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,0.58,2.0937142009665544,0.625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0.58,1.7852382522377896,0.624,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,0.55,2.0126337810982213,0.615,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0.56,2.091123046453674,0.625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,0.6,1.895218177596285,0.618,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,0.55,2.116496449630847,0.634,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38,0.55,1.9834811505339247,0.627,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.42,0.56,1.936004102935848,0.621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.74,0.56,2.0706530356467567,0.617,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,0.57,2.0425181875752383,0.619,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.61,0.62,1.9825175603981096,0.598,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.21,0.56,2.1263251275786863,0.62,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.28,0.56,2.1900880617668994,0.622,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.26,0.58,2.1945543487803407,0.633,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,0.6,1.958685340544036,0.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,0.59,1.8761006176618056,0.627,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,0.57,1.8816001732278445,0.613,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.81,0.55,2.084304697345824,0.621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,0.55,1.8800755502766229,0.627,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,0.57,2.0057950015115376,0.624,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.76,0.56,2.1263251275786863,0.617,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.44,0.6,1.931231514514649,0.61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,0.56,2.103524212195793,0.614,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.03,0.56,2.136412437939462,0.628,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6,0.6,2.002290482491421,0.618,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,0.59,2.0451088625993306,0.63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,0.6,2.211894227709542,0.614,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,0.55,1.8861601446495395,0.613,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.78,0.64,2.051170659712806,0.639,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.13,0.59,2.2071749081893874,0.593,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.56,0.57,1.9966032633708315,0.623,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.77,0.55,2.0584732352436395,0.626,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.51,0.55,1.9561433253353424,0.629,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.36,0.57,1.9400357858627129,0.628,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.26,0.57,2.258424197208276,0.611,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0.59,1.934126710514977,0.617,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.51,0.55,1.94218894825346,0.635,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,0.59,1.9001653430718413,0.629,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,0.6,2.0445912642440898,0.607,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,0.59,1.897469923650169,0.611,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,0.57,1.894466467420318,0.612,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,0.6,1.8578592709325787,0.616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.54,0.56,2.0309075946839803,0.618,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,0.55,1.8741072105768084,0.614,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.08,0.58,2.2225673850080145,0.61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.28,0.55,2.205853904034274,0.617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.08,0.56,2.150016494349439,0.618,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,0.59,2.211675217634203,0.628,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.39,0.59,1.940466789389247,0.614,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,0.58,2.12608654950288,0.626,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,0.58,2.132508262616528,0.622,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.84,0.58,2.255493485460195,0.597,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.79,0.57,2.0407007133634054,0.591,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.61,0.62,2.2286155727938715,0.609,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.12,0.57,2.2103601489515285,0.609,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,0.56,1.883122475242028,0.612,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0.56,1.8664030122238209,0.61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,0.58,2.156286835376747,0.629,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,0.61,2.061786606441115,0.629,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.07,0.59,2.133337695687363,0.618,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,0.56,1.8794650496471603,0.614,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.4,0.6,1.9724129689213128,0.607,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.57,1.983756291545428,0.633,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,0.64,1.9264360392199344,0.585,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.56,0.57,1.967671640836826,0.613,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.41,0.57,1.956001912622104,0.597,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.03,0.6,2.0916171176099696,0.584,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,0.55,2.0159691187242625,0.626,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,0.56,1.895218177596285,0.611,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,0.58,2.108514789165543,0.63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.61,0.57,1.9803115757726453,0.61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.26,0.57,2.1581371886281726,0.622,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.22,0.59,2.185264450417503,0.589,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4,0.59,1.9192727895270143,0.593,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,0.55,1.811235245728712,0.613,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0.58,2.1417118674059603,0.604,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.58,0.57,2.2528695007481128,0.61,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.01,0.6,2.27706213576296,0.599,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,0.56,1.891755622386731,0.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.62,2.248762286296539,0.608,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.27,0.57,2.2384731475268014,0.618,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,0.58,2.2302294308019053,0.634,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,0.57,1.959108382219949,0.608,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.51,0.59,2.200441619325342,0.611,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.62,0.55,2.0159691187242625,0.622,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.68,0.57,2.190871103364044,0.592,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.52,0.54,2.0083482515715905,0.616,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,0.59,2.142181571501022,0.634,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.28,0.57,2.161136729409671,0.614,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,0.55,2.0006688605144403,0.617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.66,0.59,2.041350190557113,0.604,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,0.56,2.166307074701418,0.627,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,0.57,1.840390890639792,0.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,0.57,1.953311264535624,0.601,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.58,0.57,2.068254196039259,0.616,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,0.58,1.9142720437034468,0.631,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,0.56,2.154085084675601,0.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.5,0.6,2.20596405438962,0.621,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.17,0.59,2.2196381721731195,0.617,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,0.63,2.2726412166209737,0.612,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,0.6,2.1170985328569345,0.618,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,0.65,2.0861688624292625,0.613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,0.57,2.0856720914304723,0.604,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.56,0.57,2.1931049923752246,0.624,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.71,0.54,2.060895624392737,0.631,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.52,0.58,2.0354896541506533,0.611,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.71,0.58,2.0277534325210844,0.641,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.11,0.57,2.134994500800085,0.619,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.27,0.56,2.15709678624544,0.623,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.24,0.55,1.8185636719801064,0.631,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.05,0.59,2.12022353540007,0.63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.01,0.6,2.122740466074984,0.625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,0.55,2.041999246203966,0.618,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,0.59,1.9264360392199344,0.609,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,0.56,1.890246415942709,0.611,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.11,0.55,2.150132969802369,0.612,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.65,0.58,2.194999882314108,0.615,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.81,0.57,2.0844290831908747,0.636,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.81,0.551,2.119263035866508,0.618,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.08,0.58,2.2656098568691503,0.612,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.55,0.56,2.211675217634203,0.626,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,0.54,1.8958191391528327,0.613,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.55,0.55,2.0078112667285084,0.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,0.62,1.828894675890315,0.616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.56,0.58,2.187398683184928,0.596,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,0.61,2.0781907597781832,0.61,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,0.58,1.8657841045760284,0.615,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,0.58,1.888734928351441,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.72,0.58,2.036273046278457,0.618,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,0.62,2.0569402763333224,0.593,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.04,0.59,2.1984460532529,0.623,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.34,0.55,1.838324938375376,0.632,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,0.6,2.1372386404060526,0.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,0.57,1.840390890639792,0.634,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.12,0.55,2.1716788231462467,0.616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0.58,2.1410068973379905,0.619,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,0.56,1.871956011222332,0.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.55,0.56,1.972134688691327,0.621,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.2,0.58,2.174638078663424,0.613,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.51,0.59,2.228077040818984,0.616,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.54,0.58,2.007139629924431,0.612,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0.58,1.8677941555040527,0.613,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.33,0.59,1.9095425048844383,0.614,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.54,0.56,2.027226770231097,0.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,0.55,1.924102656215768,0.617,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.31,0.6,1.8151504220186307,0.609,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.41,0.61,1.9157454490090464,0.58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.72,0.58,2.0550207671381537,0.622,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,0.56,1.9697661748707351,0.615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9,0.56,2.1122716862705384,0.611,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,0.58,2.165275142029439,0.624,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,0.6,2.182449291754065,0.621,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.56,0.57,2.018895041811802,0.611,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,0.54,1.8578592709325787,0.624,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,0.57,2.0078112667285084,0.631,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,0.59,2.1627481478062465,0.629,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,0.55,2.037577337581137,0.622,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.38,0.54,1.9323905989678003,0.624,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.43,0.56,1.9416152247724323,0.615,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,0.55,1.972691171732956,0.621,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0.56,1.912648786503508,0.618,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.04,0.58,2.120823379458605,0.623,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.26,0.59,2.203427521460827,0.615,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,0.55,1.8427693901358,0.622,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.56,0.58,2.241347783522856,0.615,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,0.57,1.927891643552635,0.61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,0.61,1.9603764345208965,0.596,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.27,0.55,1.8467210273020287,0.628,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.78,0.56,2.1049874486475746,0.622,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.53,0.56,2.0125001359259542,0.632,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.06,0.58,2.141829314114652,0.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,0.59,1.9233723560299472,0.631,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.59,0.56,1.977824012300844,0.635,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
