quality,color,clarity,price,weight_ES,depth_percent_ES,table_percent_ES,volume_ES
3,6,2,8.436,0.3125000000000001,0.21428571428571427,0.3333333333333346,0.32518923885003836
3,2,2,9.54,1.7812500000000002,-1.5714285714285714,0.3333333333333346,1.8790475077180773
3,0,2,7.696,0.1406250000000001,-2.0,0.0,0.20941900454190218
1,5,1,9.287,1.4218750000000002,-0.7142857142857143,1.6666666666666727,1.4316705050395468
3,3,7,9.119,0.6562500000000002,-0.7142857142857143,0.0,0.7287260175524697
4,4,5,6.574,-0.6093749999999999,-0.5,-0.3333333333333309,-0.5609034350290656
4,3,4,6.465,-0.6093749999999999,-0.6428571428571429,-0.3333333333333309,-0.5756493948140496
3,1,3,8.639,0.8125,0.7142857142857143,0.3333333333333346,0.8212822075322738
1,4,3,7.86,0.0,0.7142857142857143,1.3333333333333384,0.006509800579222021
3,4,1,8.443,0.5781250000000001,-0.07142857142857142,0.6666666666666692,0.610620851526078
4,3,4,6.55,-0.5781249999999999,-0.2857142857142857,-0.3333333333333309,-0.541595764321223
3,6,5,7.188,-0.4687499999999999,-0.8571428571428571,1.0000000000000038,-0.4366092119092111
1,4,3,7.27,-0.31249999999999994,1.0,0.0,-0.28621971777977845
4,4,1,7.154,-0.21874999999999983,-0.35714285714285715,0.0,-0.17921327064420867
4,6,3,7.071,-0.45312499999999994,-1.5714285714285714,0.0,-0.4087923699223744
4,5,4,7.508,-0.24999999999999986,0.5,-0.6666666666666654,-0.21405478378434267
4,4,3,6.654,-0.6249999999999999,-0.5714285714285714,-0.3333333333333309,-0.5934007216409257
3,3,2,8.236,0.3125000000000001,0.7142857142857143,0.3333333333333346,0.28906974252853895
4,1,1,7.245,-0.14062499999999994,-0.5714285714285714,0.0,-0.10158471964957312
2,2,1,8.655,0.8750000000000001,0.21428571428571427,0.0,0.8895233292574153
3,2,4,8.893,0.8125,-2.142857142857143,0.6666666666666692,0.8770501391261861
3,5,3,6.816,-0.4687499999999999,-1.8571428571428572,0.6666666666666692,-0.4396965202939464
4,5,1,6.118,-0.5624999999999999,-0.42857142857142855,-0.6666666666666654,-0.5281612529024766
3,2,3,8.514,0.46875000000000006,-1.0714285714285714,0.3333333333333346,0.5245449818123485
4,5,2,9.515,1.3750000000000002,-0.6428571428571429,0.0,1.4439159965053832
4,6,3,6.631,-0.5937499999999999,-0.6428571428571429,-0.3333333333333309,-0.5532202541512502
2,0,3,9.476,2.03125,-0.7857142857142857,1.6666666666666727,2.0624115542245476
4,5,4,9.379,0.8906250000000001,-0.07142857142857142,0.0,0.9447277303509259
2,4,2,9.302,1.25,1.0714285714285714,0.3333333333333346,1.1987578864673676
4,4,1,7.093,-0.31249999999999994,-0.7142857142857143,0.0,-0.26856469524358784
4,1,2,9.029,1.265625,-0.5714285714285714,0.6666666666666692,1.3090651324575227
3,3,3,7.508,-0.12499999999999993,0.21428571428571427,-0.6666666666666654,-0.07768854652693705
3,0,1,8.943,1.53125,-1.9285714285714206,0.0,1.61946516792675
4,3,4,7.451,-0.2812499999999999,-0.21428571428571427,-1.0,-0.21968536884320908
2,5,2,8.518,0.48437500000000006,1.0714285714285714,0.6666666666666692,0.5067121392114546
4,3,1,8.681,0.9062500000000001,-0.35714285714285715,0.0,0.9440173399178373
4,2,3,7.394,-0.31249999999999994,-0.14285714285714285,-0.6666666666666654,-0.2671616722038333
2,3,5,7.701,-0.06249999999999988,-1.0,0.6666666666666692,0.009156219661294865
2,4,3,8.726,0.48437500000000006,0.5714285714285714,-0.3333333333333309,0.5186639978600845
4,3,3,6.299,-0.6093749999999999,0.07142857142857142,0.0,-0.574644858946761
4,4,7,7.052,-0.6093749999999999,-1.2142857142857142,0.0,-0.5714780465679077
4,4,6,7.911,-0.1875,-0.21428571428571427,0.0,-0.1546745853160653
2,4,2,6.782,-0.4687499999999999,0.8571428571428571,0.3333333333333346,-0.4463380827845885
4,3,4,8.62,0.3125000000000001,0.14285714285714285,-0.3333333333333309,0.3402768046652247
3,4,2,9.079,1.25,0.14285714285714285,1.0000000000000038,1.261710077523938
3,6,4,9.204,0.7343749999999999,-0.14285714285714285,0.6666666666666692,0.7605680829261863
2,6,4,9.705,1.25,-0.5,2.0000000000000075,1.2339921996329426
2,5,2,8.307,0.3125000000000001,-0.07142857142857142,1.0000000000000038,0.33289439455445174
4,6,3,8.05,0.015625000000000014,-1.0714285714285714,0.0,0.06687344991391471
4,0,3,8.963,1.3437500000000002,0.35714285714285715,0.0,1.3988479871252273
2,3,3,7.853,0.015625000000000014,0.8571428571428571,-1.0,0.043224783751069966
2,3,6,7.656,-0.2812499999999999,-0.5714285714285714,0.3333333333333346,-0.23666328236282652
2,0,4,7.597,0.015625000000000014,1.5714285714285634,0.3333333333333346,0.03678829707396628
4,1,2,8.457,0.6406250000000002,0.0,0.0,0.685339024374957
3,1,2,8.646,0.8906250000000001,0.2857142857142857,-0.3333333333333309,0.8997652717113799
2,6,2,6.163,-0.7187499999999999,0.8571428571428571,-0.6666666666666654,-0.6853944547144092
2,2,1,8.333,0.5468750000000001,0.7857142857142857,0.6666666666666692,0.5728272351513041
3,3,1,8.354,0.48437500000000006,0.42857142857142855,1.0000000000000038,0.4895914280070245
3,6,1,7.706,0.0,-0.07142857142857142,-0.6666666666666654,0.0342647803341392
3,5,3,6.865,-0.43749999999999994,-0.7142857142857143,0.6666666666666692,-0.4065632597612533
4,2,6,6.621,-0.5624999999999999,-0.5714285714285714,-0.3333333333333309,-0.518943200025318
4,5,1,8.586,0.6406250000000002,-0.5,-0.6666666666666654,0.7101832100873117
2,0,2,8.98,1.484375,-0.2857142857142857,0.3333333333333346,1.4969614095737047
2,2,4,8.04,0.17187500000000014,1.2142857142857142,0.0,0.18286532820370693
4,3,5,8.325,0.17187500000000014,-0.14285714285714285,-0.633333333333332,0.2239784491173272
4,1,3,9.131,1.3281250000000002,0.5,-0.3333333333333309,1.3637603017638897
4,5,5,6.658,-0.5937499999999999,-0.42857142857142855,-1.0,-0.552476398533289
4,5,3,7.447,-0.23437499999999986,0.07142857142857142,-0.6666666666666654,-0.19755787910115885
3,1,2,6.227,-0.6249999999999999,-0.21428571428571427,1.6666666666666727,-0.6010941548586153
2,0,2,8.912,1.3437500000000002,-1.6428571428571428,0.3333333333333346,1.4297420882693186
1,5,4,7.99,0.0,-0.6428571428571429,1.3333333333333384,0.025554237624786962
2,5,3,6.461,-0.6249999999999999,-0.2857142857142857,0.3333333333333346,-0.5989033265477034
3,3,3,6.611,-0.5781249999999999,-1.3571428571428572,0.3333333333333346,-0.5477426514129392
3,5,1,7.662,0.03125000000000003,-0.14285714285714285,0.3333333333333346,0.07442029401544183
3,3,4,7.822,0.0,-1.8571428571428572,1.6666666666666727,0.031316594267092275
2,6,4,9.011,0.5312500000000001,0.2857142857142857,0.6666666666666692,0.5360434645821117
1,2,3,6.286,-0.5624999999999999,0.9285714285714286,-0.6666666666666654,-0.5205740184506529
3,2,2,8.476,0.5000000000000001,0.07142857142857142,1.0000000000000038,0.4915367804820825
1,5,2,6.299,-0.6093749999999999,1.0714285714285714,0.0,-0.5753505100906628
4,5,2,8.773,0.6562500000000002,-0.21428571428571427,-0.6666666666666654,0.7012398231985925
2,2,2,8.508,0.46875000000000006,0.0,0.3333333333333346,0.45161300837001
4,3,4,6.501,-0.5781249999999999,0.14285714285714285,-0.3333333333333309,-0.5545284140311129
3,3,2,7.186,-0.23437499999999986,0.14285714285714285,-0.3333333333333309,-0.200887529587673
3,2,4,8.799,0.78125,-0.42857142857142855,0.3333333333333346,0.8205395415726188
3,3,2,9.282,1.265625,-0.21428571428571427,0.6666666666666692,1.2558266658949682
2,5,3,7.442,-0.24999999999999986,-0.5,0.3333333333333346,-0.21585563629928797
3,1,4,6.474,-0.5937499999999999,-0.42857142857142855,0.3333333333333346,-0.574925734371237
3,3,4,6.75,-0.5781249999999999,-0.35714285714285715,0.6666666666666692,-0.5427962746324076
4,3,5,7.593,-0.24999999999999986,0.14285714285714285,-0.3333333333333309,-0.22356166248538892
4,5,7,6.849,-0.6249999999999999,-0.14285714285714285,-0.6666666666666654,-0.5868726312742486
3,0,2,6.142,-0.6093749999999999,-0.7142857142857143,1.0000000000000038,-0.5786120502211453
4,2,2,7.807,0.03125000000000003,0.21428571428571427,0.3333333333333346,0.06771108542566746
4,2,6,7.169,-0.42187499999999994,-0.2857142857142857,-0.3333333333333309,-0.3803481234233163
2,4,2,8.267,0.3125000000000001,-0.5714285714285714,-0.3333333333333309,0.38400704811612657
3,3,3,8.717,0.48437500000000006,0.35714285714285715,0.3333333333333346,0.5082980214376812
3,3,1,8.868,1.25,0.14285714285714285,1.0000000000000038,1.2764648968780965
3,5,3,7.53,-0.21874999999999983,-0.5714285714285714,0.0,-0.16299505550926355
4,6,2,6.41,-0.5781249999999999,0.35714285714285715,-1.0,-0.5472319978390393
2,6,4,7.447,-0.31249999999999994,0.8571428571428571,0.0,-0.2972867608091971
3,3,4,8.695,0.78125,0.7142857142857143,0.6666666666666692,0.7775862030277443
2,1,2,7.672,0.0,0.21428571428571427,-0.6666666666666654,0.011865332768899742
4,4,4,6.906,-0.4999999999999999,0.35714285714285715,-1.0,-0.45873952588073647
4,6,2,6.97,-0.42187499999999994,-0.2857142857142857,-0.3333333333333309,-0.39336151514572404
4,6,5,7.19,-0.43749999999999994,0.14285714285714285,-0.6666666666666654,-0.4058561191264639
4,5,3,6.771,-0.6093749999999999,-0.07142857142857142,-0.3333333333333309,-0.5776084041795815
2,4,1,8.338,0.5312500000000001,0.2857142857142857,0.3333333333333346,0.5617026339383089
4,5,2,9.056,0.8750000000000001,-0.2857142857142857,0.6666666666666692,0.9191907379355685
4,6,2,6.314,-0.6249999999999999,0.21428571428571427,-0.6666666666666654,-0.5884253965082777
3,5,3,9.406,1.3437500000000002,-0.2857142857142857,0.3333333333333346,1.3886971647598987
3,4,3,6.875,-0.42187499999999994,-0.6428571428571429,0.0,-0.39511373675039874
1,4,2,7.102,-0.31249999999999994,-1.6428571428571428,1.3333333333333384,-0.2808975637268041
2,3,6,6.339,-0.6718749999999999,0.7142857142857143,-0.6666666666666654,-0.6389150366542432
2,6,3,8.207,0.1250000000000001,0.21428571428571427,-0.3333333333333309,0.15396137065350082
1,5,4,7.482,-0.2656249999999999,0.9285714285714286,-0.3333333333333309,-0.2304129530305883
4,3,1,8.515,0.5625000000000001,0.14285714285714285,0.3333333333333346,0.5860585954882428
2,4,4,6.844,-0.4687499999999999,0.8571428571428571,0.6666666666666692,-0.4524386312344774
4,3,2,7.227,-0.17187499999999997,1.0714285714285714,-0.3333333333333309,-0.14298061170334422
2,5,1,8.223,0.5937500000000002,1.1428571428571428,-0.3333333333333309,0.6203409111923748
4,2,3,8.68,0.796875,0.6428571428571429,-0.6666666666666654,0.8112769877371953
3,6,2,6.898,-0.4687499999999999,-0.14285714285714285,0.3333333333333346,-0.4428991965183211
4,6,1,6.735,-0.45312499999999994,0.5,0.0,-0.42318000075673917
4,6,2,6.628,-0.5937499999999999,0.5714285714285714,-1.0,-0.558498971168022
2,0,1,8.362,0.6250000000000002,-0.07142857142857142,0.3333333333333346,0.6610770168151523
2,4,4,6.649,-0.5781249999999999,-2.0,1.0000000000000038,-0.5489533076717915
3,5,4,6.075,-0.7031249999999999,-0.2857142857142857,1.0000000000000038,-0.6803646277561098
4,5,3,6.282,-0.7031249999999999,0.14285714285714285,0.0,-0.6752789255454965
3,6,2,8.679,0.46875000000000006,0.42857142857142855,0.6666666666666692,0.47833904008231576
2,4,4,8.024,0.0,0.6428571428571429,0.6666666666666692,0.037023278769477586
4,3,3,6.579,-0.5937499999999999,-0.35714285714285715,-0.3333333333333309,-0.5707943605785852
4,5,4,7.472,-0.2968749999999999,0.5714285714285714,-0.3333333333333309,-0.25605552520261193
4,2,3,9.354,1.265625,0.21428571428571427,0.0,1.281655163283407
4,1,2,8.463,0.5000000000000001,0.07142857142857142,-0.3333333333333309,0.5395904646739571
2,3,2,8.531,0.5312500000000001,-0.07142857142857142,0.6666666666666692,0.5870189979339792
4,4,6,6.836,-0.5156249999999999,-0.2857142857142857,-0.3333333333333309,-0.49074147939639523
4,3,4,6.849,-0.42187499999999994,0.0,-0.6666666666666654,-0.38739902509146096
4,3,5,6.745,-0.6249999999999999,-0.07142857142857142,0.0,-0.5879856581758468
1,0,2,6.866,-0.31249999999999994,-1.6428571428571428,1.0000000000000038,-0.2752233385193412
3,3,1,9.089,1.3437500000000002,-0.14285714285714285,0.6666666666666692,1.418053240826535
2,5,4,8.009,0.015625000000000014,0.14285714285714285,0.0,0.031580437266550944
4,2,1,8.497,0.859375,-0.21428571428571427,-1.0,0.8927739013186363
4,2,1,6.234,-0.4999999999999999,-0.42857142857142855,-1.0,-0.4593460775205343
3,4,1,8.35,0.375,0.21428571428571427,0.6666666666666692,0.399752117765881
4,4,3,6.56,-0.546875,-0.35714285714285715,-0.6666666666666654,-0.5010829662673263
4,4,3,6.76,-0.45312499999999994,-0.07142857142857142,0.0,-0.42074161712594216
4,3,6,6.671,-0.6093749999999999,0.07142857142857142,-0.6666666666666654,-0.574644858946761
3,4,7,6.985,-0.5937499999999999,-1.8571428571428572,0.3333333333333346,-0.5669947176849927
3,2,3,6.592,-0.5312499999999999,-0.7142857142857143,0.6666666666666692,-0.49688937237806124
1,2,4,9.284,1.3125,0.8571428571428571,0.0,1.3729296656986651
3,5,1,6.526,-0.45312499999999994,0.14285714285714285,0.3333333333333346,-0.42617419661697575
2,2,4,7.59,-0.06249999999999988,-0.21428571428571427,0.36666666666666803,-0.047370075578702375
4,2,6,7.501,-0.2812499999999999,-0.5,0.0,-0.23987431521140098
1,3,5,8.9,0.48437500000000006,0.35714285714285715,0.6666666666666692,0.4720184918939583
3,2,2,9.086,1.3906250000000002,-0.6428571428571429,0.3333333333333346,1.4627757560249515
4,3,5,7.761,-0.15624999999999997,0.07142857142857142,0.0,-0.10712440707623508
4,5,4,6.114,-0.6874999999999999,-0.07142857142857142,-0.6666666666666654,-0.6549491352402792
4,1,4,6.65,-0.43749999999999994,0.07142857142857142,-0.6666666666666654,-0.3902106809418446
2,0,2,7.707,0.15625000000000014,-0.21428571428571427,-0.3333333333333309,0.19094517791446333
2,0,1,9.111,1.65625,-0.7142857142857143,1.0000000000000038,1.738243090561278
4,0,1,8.473,0.84375,-1.2857142857142858,0.0,0.9252981535187691
4,3,1,7.151,-0.1875,-0.2857142857142857,-0.6666666666666654,-0.1335794094791515
4,3,2,8.049,0.06250000000000006,-0.42857142857142855,0.0,0.09965396225080665
4,2,3,6.375,-0.5312499999999999,-0.35714285714285715,0.0,-0.4882287469574735
2,4,3,6.405,-0.6249999999999999,0.7142857142857143,0.0,-0.5830354609479093
2,5,2,7.828,0.015625000000000014,0.8571428571428571,0.3333333333333346,0.043242096664631254
3,3,3,9.137,1.0000000000000002,-0.8571428571428571,0.6666666666666692,0.9904804799704481
3,5,1,8.448,0.48437500000000006,-0.2857142857142857,0.3333333333333346,0.5022642099171617
4,3,3,6.967,-0.45312499999999994,0.5714285714285714,-0.3333333333333309,-0.42590321566768036
2,6,2,8.404,0.3125000000000001,0.6428571428571429,0.6666666666666692,0.3421050193212109
4,3,6,6.649,-0.6093749999999999,-0.7857142857142857,-0.3333333333333309,-0.5616361194653714
3,4,1,6.436,-0.5156249999999999,-1.2142857142857142,1.0000000000000038,-0.48442097956813174
3,6,3,7.946,0.015625000000000014,-0.5,0.6666666666666692,0.03570246788909095
0,2,2,8.914,1.28125,1.9285714285714206,-0.6666666666666654,1.2763032581007603
2,4,2,6.929,-0.35937499999999994,-0.5714285714285714,1.3333333333333384,-0.335393692559332
4,0,2,7.003,-0.23437499999999986,-0.7142857142857143,0.0,-0.20768401847463955
4,3,5,6.834,-0.4999999999999999,0.2857142857142857,-1.1333333333333337,-0.46083140943984424
1,3,3,9.362,1.265625,1.6428571428571428,-1.0,1.2726511811972239
4,1,4,8.747,0.796875,-1.0,0.3333333333333346,0.8706699049101275
1,5,6,9.031,0.46875000000000006,1.0714285714285714,0.6666666666666692,0.4437368900621861
3,5,2,6.611,-0.5781249999999999,-1.0714285714285714,0.6666666666666692,-0.5547206067156777
3,3,2,8.968,1.078125,-0.42857142857142855,0.6666666666666692,1.138080089963702
2,2,1,8.894,1.25,0.07142857142857142,2.0000000000000075,1.2241063132051915
4,3,4,7.491,-0.2656249999999999,-0.2857142857142857,0.0,-0.22394342673743733
3,5,2,6.515,-0.6249999999999999,0.2857142857142857,0.3333333333333346,-0.5895374078479073
3,1,5,6.265,-0.6249999999999999,-0.6428571428571429,1.0000000000000038,-0.5912124467429635
4,5,3,7.691,-0.15624999999999997,-0.5,-0.3333333333333309,-0.11502878702284391
3,2,1,6.865,-0.31249999999999994,-0.6428571428571429,0.3333333333333346,-0.2891403095773341
4,3,4,7.681,-0.14062499999999994,0.14285714285714285,-0.3333333333333309,-0.10887800210757181
4,0,6,6.926,-0.3749999999999999,0.42857142857142855,-0.3333333333333309,-0.3540940185218391
4,1,2,8.657,0.5781250000000001,-0.2857142857142857,0.0,0.6260623261793148
2,2,1,8.186,0.48437500000000006,1.0714285714285714,0.0,0.5042019408414451
4,3,1,6.729,-0.45312499999999994,-0.6428571428571429,0.0,-0.41564079755002387
3,5,4,7.156,-0.3906249999999999,-0.7857142857142857,1.0000000000000038,-0.36990485789908767
4,1,6,6.784,-0.43749999999999994,0.42857142857142855,0.0,-0.4077891881377104
4,1,2,8.109,0.3437500000000001,-0.07142857142857142,0.0,0.3968897418491765
1,5,3,8.849,0.48437500000000006,1.4285714285714286,0.6666666666666692,0.4932829280589822
2,6,5,6.273,-0.7343749999999999,-1.0714285714285714,0.6666666666666692,-0.7031633555993526
4,4,3,7.391,-0.24999999999999986,0.6428571428571429,0.0,-0.20385505969221823
2,5,5,7.783,-0.23437499999999986,-1.0714285714285714,-0.3333333333333309,-0.16625767890584597
4,5,6,7.242,-0.4687499999999999,0.35714285714285715,0.0,-0.445266403763143
2,2,1,7.761,0.1250000000000001,0.8571428571428571,-0.3333333333333309,0.15895242248863484
2,4,1,8.122,0.3125000000000001,0.5,-0.3333333333333309,0.3384655257140673
2,6,3,7.511,-0.2812499999999999,1.1428571428571428,0.0,-0.2532626717566765
1,4,5,7.909,0.0,0.8571428571428571,0.3333333333333346,0.01837698070370314
1,2,4,8.368,0.3125000000000001,1.1428571428571428,0.6666666666666692,0.333336986132414
1,2,2,8.145,0.3125000000000001,0.14285714285714285,1.3333333333333384,0.2860085679384646
1,2,2,9.089,1.265625,0.21428571428571427,1.3333333333333384,1.255295672065639
1,4,2,8.505,0.46875000000000006,1.2142857142857142,0.3333333333333346,0.4607170861782282
4,3,3,8.844,0.5937500000000002,-0.07142857142857142,-0.6666666666666654,0.6489957755717145
1,4,2,9.51,1.59375,0.9285714285714286,1.3333333333333384,1.608065339748229
4,4,1,6.718,-0.4999999999999999,-0.9285714285714286,-0.3333333333333309,-0.4549729709632847
